s,object_type
http://example.com/building/id/101094405b,http://example.com/ontology/Build
http://example.com/building/id/101094890b,http://example.com/ontology/Build
http://example.com/building/id/1011026b,http://example.com/ontology/Build
http://example.com/building/id/1011058b,http://example.com/ontology/Build
http://example.com/building/id/101109957b,http://example.com/ontology/Build
http://example.com/building/id/101110028b,http://example.com/ontology/Build
http://example.com/building/id/1011162b,http://example.com/ontology/Build
http://example.com/building/id/1011357b,http://example.com/ontology/Build
http://example.com/building/id/1011361b,http://example.com/ontology/Build
http://example.com/building/id/1011390b,http://example.com/ontology/Build
http://example.com/building/id/1011395b,http://example.com/ontology/Build
http://example.com/building/id/1011985b,http://example.com/ontology/Build
http://example.com/building/id/101241426b,http://example.com/ontology/Build
http://example.com/building/id/101244279b,http://example.com/ontology/Build
http://example.com/building/id/1012675b,http://example.com/ontology/Build
http://example.com/building/id/1012889b,http://example.com/ontology/Build
http://example.com/building/id/1013013b,http://example.com/ontology/Build
http://example.com/building/id/1013310b,http://example.com/ontology/Build
http://example.com/building/id/1013399b,http://example.com/ontology/Build
http://example.com/building/id/1013993b,http://example.com/ontology/Build
http://example.com/building/id/101403951b,http://example.com/ontology/Build
http://example.com/building/id/1014264b,http://example.com/ontology/Build
http://example.com/building/id/1014402b,http://example.com/ontology/Build
http://example.com/building/id/1014446b,http://example.com/ontology/Build
http://example.com/building/id/10149b,http://example.com/ontology/Build
http://example.com/building/id/1015081b,http://example.com/ontology/Build
http://example.com/building/id/1015411b,http://example.com/ontology/Build
http://example.com/building/id/101563299b,http://example.com/ontology/Build
http://example.com/building/id/1016053b,http://example.com/ontology/Build
http://example.com/building/id/1017144b,http://example.com/ontology/Build
http://example.com/building/id/101730b,http://example.com/ontology/Build
http://example.com/building/id/10174b,http://example.com/ontology/Build
http://example.com/building/id/101751b,http://example.com/ontology/Build
http://example.com/building/id/1018164b,http://example.com/ontology/Build
http://example.com/building/id/101847441b,http://example.com/ontology/Build
http://example.com/building/id/1018499b,http://example.com/ontology/Build
http://example.com/building/id/1020216b,http://example.com/ontology/Build
http://example.com/building/id/102045454b,http://example.com/ontology/Build
http://example.com/building/id/102045968b,http://example.com/ontology/Build
http://example.com/building/id/102045972b,http://example.com/ontology/Build
http://example.com/building/id/102046183b,http://example.com/ontology/Build
http://example.com/building/id/102046231b,http://example.com/ontology/Build
http://example.com/building/id/102046887b,http://example.com/ontology/Build
http://example.com/building/id/102047714b,http://example.com/ontology/Build
http://example.com/building/id/1021216b,http://example.com/ontology/Build
http://example.com/building/id/1023114b,http://example.com/ontology/Build
http://example.com/building/id/102312434b,http://example.com/ontology/Build
http://example.com/building/id/102393850b,http://example.com/ontology/Build
http://example.com/building/id/1024926b,http://example.com/ontology/Build
http://example.com/building/id/1025406b,http://example.com/ontology/Build
http://example.com/building/id/1025640b,http://example.com/ontology/Build
http://example.com/building/id/10257b,http://example.com/ontology/Build
http://example.com/building/id/1026689b,http://example.com/ontology/Build
http://example.com/building/id/1026860b,http://example.com/ontology/Build
http://example.com/building/id/1027362b,http://example.com/ontology/Build
http://example.com/building/id/10275637b,http://example.com/ontology/Build
http://example.com/building/id/10275653b,http://example.com/ontology/Build
http://example.com/building/id/10275753b,http://example.com/ontology/Build
http://example.com/building/id/10275807b,http://example.com/ontology/Build
http://example.com/building/id/10275821b,http://example.com/ontology/Build
http://example.com/building/id/10275827b,http://example.com/ontology/Build
http://example.com/building/id/10275870b,http://example.com/ontology/Build
http://example.com/building/id/10275871b,http://example.com/ontology/Build
http://example.com/building/id/10275929b,http://example.com/ontology/Build
http://example.com/building/id/10276154b,http://example.com/ontology/Build
http://example.com/building/id/10276187b,http://example.com/ontology/Build
http://example.com/building/id/10276204b,http://example.com/ontology/Build
http://example.com/building/id/10277413b,http://example.com/ontology/Build
http://example.com/building/id/10280162b,http://example.com/ontology/Build
http://example.com/building/id/10280205b,http://example.com/ontology/Build
http://example.com/building/id/1028041b,http://example.com/ontology/Build
http://example.com/building/id/1028202b,http://example.com/ontology/Build
http://example.com/building/id/1028275b,http://example.com/ontology/Build
http://example.com/building/id/1028430b,http://example.com/ontology/Build
http://example.com/building/id/10285b,http://example.com/ontology/Build
http://example.com/building/id/1028696b,http://example.com/ontology/Build
http://example.com/building/id/1028759b,http://example.com/ontology/Build
http://example.com/building/id/10288b,http://example.com/ontology/Build
http://example.com/building/id/1028985b,http://example.com/ontology/Build
http://example.com/building/id/1029092b,http://example.com/ontology/Build
http://example.com/building/id/1029098b,http://example.com/ontology/Build
http://example.com/building/id/1029127b,http://example.com/ontology/Build
http://example.com/building/id/1029132b,http://example.com/ontology/Build
http://example.com/building/id/1029180b,http://example.com/ontology/Build
http://example.com/building/id/10297111b,http://example.com/ontology/Build
http://example.com/building/id/1029921b,http://example.com/ontology/Build
http://example.com/building/id/1029941b,http://example.com/ontology/Build
http://example.com/building/id/10300396b,http://example.com/ontology/Build
http://example.com/building/id/10300690b,http://example.com/ontology/Build
http://example.com/building/id/10300880b,http://example.com/ontology/Build
http://example.com/building/id/10300967b,http://example.com/ontology/Build
http://example.com/building/id/1030135b,http://example.com/ontology/Build
http://example.com/building/id/1030136b,http://example.com/ontology/Build
http://example.com/building/id/10303489b,http://example.com/ontology/Build
http://example.com/building/id/1030463b,http://example.com/ontology/Build
http://example.com/building/id/1031614b,http://example.com/ontology/Build
http://example.com/building/id/1031728b,http://example.com/ontology/Build
http://example.com/building/id/1031867b,http://example.com/ontology/Build
http://example.com/building/id/1031914b,http://example.com/ontology/Build
http://example.com/building/id/1031997b,http://example.com/ontology/Build
http://example.com/building/id/1032137b,http://example.com/ontology/Build
http://example.com/building/id/1032141b,http://example.com/ontology/Build
http://example.com/building/id/1032147b,http://example.com/ontology/Build
http://example.com/building/id/1032188b,http://example.com/ontology/Build
http://example.com/building/id/1032205b,http://example.com/ontology/Build
http://example.com/building/id/1032248b,http://example.com/ontology/Build
http://example.com/building/id/10323861b,http://example.com/ontology/Build
http://example.com/building/id/1032536b,http://example.com/ontology/Build
http://example.com/building/id/1032560b,http://example.com/ontology/Build
http://example.com/building/id/1032571b,http://example.com/ontology/Build
http://example.com/building/id/1032573b,http://example.com/ontology/Build
http://example.com/building/id/1032581b,http://example.com/ontology/Build
http://example.com/building/id/1032584b,http://example.com/ontology/Build
http://example.com/building/id/1032612b,http://example.com/ontology/Build
http://example.com/building/id/1032619b,http://example.com/ontology/Build
http://example.com/building/id/1032646b,http://example.com/ontology/Build
http://example.com/building/id/1032662b,http://example.com/ontology/Build
http://example.com/building/id/1032663b,http://example.com/ontology/Build
http://example.com/building/id/1032676b,http://example.com/ontology/Build
http://example.com/building/id/1032687b,http://example.com/ontology/Build
http://example.com/building/id/1032694b,http://example.com/ontology/Build
http://example.com/building/id/1032697b,http://example.com/ontology/Build
http://example.com/building/id/1032707b,http://example.com/ontology/Build
http://example.com/building/id/1032811b,http://example.com/ontology/Build
http://example.com/building/id/1032842b,http://example.com/ontology/Build
http://example.com/building/id/1033076b,http://example.com/ontology/Build
http://example.com/building/id/1033099b,http://example.com/ontology/Build
http://example.com/building/id/1033194b,http://example.com/ontology/Build
http://example.com/building/id/1033364b,http://example.com/ontology/Build
http://example.com/building/id/1033431b,http://example.com/ontology/Build
http://example.com/building/id/1033599b,http://example.com/ontology/Build
http://example.com/building/id/1034422b,http://example.com/ontology/Build
http://example.com/building/id/1034624b,http://example.com/ontology/Build
http://example.com/building/id/10346950b,http://example.com/ontology/Build
http://example.com/building/id/1034843b,http://example.com/ontology/Build
http://example.com/building/id/1035131b,http://example.com/ontology/Build
http://example.com/building/id/10351375b,http://example.com/ontology/Build
http://example.com/building/id/10351377b,http://example.com/ontology/Build
http://example.com/building/id/10351383b,http://example.com/ontology/Build
http://example.com/building/id/10351452b,http://example.com/ontology/Build
http://example.com/building/id/10351466b,http://example.com/ontology/Build
http://example.com/building/id/1035742b,http://example.com/ontology/Build
http://example.com/building/id/10359230b,http://example.com/ontology/Build
http://example.com/building/id/10376080b,http://example.com/ontology/Build
http://example.com/building/id/103818049b,http://example.com/ontology/Build
http://example.com/building/id/103843155b,http://example.com/ontology/Build
http://example.com/building/id/1040043b,http://example.com/ontology/Build
http://example.com/building/id/104062612b,http://example.com/ontology/Build
http://example.com/building/id/1040637b,http://example.com/ontology/Build
http://example.com/building/id/1040650b,http://example.com/ontology/Build
http://example.com/building/id/1040665b,http://example.com/ontology/Build
http://example.com/building/id/104089642b,http://example.com/ontology/Build
http://example.com/building/id/104089749b,http://example.com/ontology/Build
http://example.com/building/id/104091923b,http://example.com/ontology/Build
http://example.com/building/id/104092585b,http://example.com/ontology/Build
http://example.com/building/id/1041232b,http://example.com/ontology/Build
http://example.com/building/id/104125939b,http://example.com/ontology/Build
http://example.com/building/id/10413351b,http://example.com/ontology/Build
http://example.com/building/id/104144801b,http://example.com/ontology/Build
http://example.com/building/id/104144921b,http://example.com/ontology/Build
http://example.com/building/id/1041478b,http://example.com/ontology/Build
http://example.com/building/id/1041505b,http://example.com/ontology/Build
http://example.com/building/id/1041606b,http://example.com/ontology/Build
http://example.com/building/id/1041612b,http://example.com/ontology/Build
http://example.com/building/id/1041796b,http://example.com/ontology/Build
http://example.com/building/id/1041831b,http://example.com/ontology/Build
http://example.com/building/id/10419743b,http://example.com/ontology/Build
http://example.com/building/id/1042102b,http://example.com/ontology/Build
http://example.com/building/id/1042118b,http://example.com/ontology/Build
http://example.com/building/id/1042137b,http://example.com/ontology/Build
http://example.com/building/id/104216887b,http://example.com/ontology/Build
http://example.com/building/id/1042170b,http://example.com/ontology/Build
http://example.com/building/id/1042178b,http://example.com/ontology/Build
http://example.com/building/id/104219666b,http://example.com/ontology/Build
http://example.com/building/id/104220570b,http://example.com/ontology/Build
http://example.com/building/id/1042207b,http://example.com/ontology/Build
http://example.com/building/id/104223675b,http://example.com/ontology/Build
http://example.com/building/id/104224661b,http://example.com/ontology/Build
http://example.com/building/id/1042639b,http://example.com/ontology/Build
http://example.com/building/id/10430701b,http://example.com/ontology/Build
http://example.com/building/id/1043438b,http://example.com/ontology/Build
http://example.com/building/id/104381465b,http://example.com/ontology/Build
http://example.com/building/id/1043966b,http://example.com/ontology/Build
http://example.com/building/id/1044149b,http://example.com/ontology/Build
http://example.com/building/id/104425267b,http://example.com/ontology/Build
http://example.com/building/id/1044279b,http://example.com/ontology/Build
http://example.com/building/id/1044613b,http://example.com/ontology/Build
http://example.com/building/id/10448224b,http://example.com/ontology/Build
http://example.com/building/id/1044833b,http://example.com/ontology/Build
http://example.com/building/id/1044919b,http://example.com/ontology/Build
http://example.com/building/id/104520611b,http://example.com/ontology/Build
http://example.com/building/id/104520764b,http://example.com/ontology/Build
http://example.com/building/id/104529940b,http://example.com/ontology/Build
http://example.com/building/id/104535035b,http://example.com/ontology/Build
http://example.com/building/id/10453586b,http://example.com/ontology/Build
http://example.com/building/id/1045385b,http://example.com/ontology/Build
http://example.com/building/id/104603077b,http://example.com/ontology/Build
http://example.com/building/id/1046135b,http://example.com/ontology/Build
http://example.com/building/id/1046405b,http://example.com/ontology/Build
http://example.com/building/id/104641515b,http://example.com/ontology/Build
http://example.com/building/id/1046564b,http://example.com/ontology/Build
http://example.com/building/id/10466596b,http://example.com/ontology/Build
http://example.com/building/id/104666850b,http://example.com/ontology/Build
http://example.com/building/id/1046736b,http://example.com/ontology/Build
http://example.com/building/id/104723730b,http://example.com/ontology/Build
http://example.com/building/id/104732316b,http://example.com/ontology/Build
http://example.com/building/id/1047372b,http://example.com/ontology/Build
http://example.com/building/id/104764650b,http://example.com/ontology/Build
http://example.com/building/id/104818158b,http://example.com/ontology/Build
http://example.com/building/id/104847659b,http://example.com/ontology/Build
http://example.com/building/id/1048587b,http://example.com/ontology/Build
http://example.com/building/id/104860479b,http://example.com/ontology/Build
http://example.com/building/id/1048673b,http://example.com/ontology/Build
http://example.com/building/id/1048694b,http://example.com/ontology/Build
http://example.com/building/id/1048836b,http://example.com/ontology/Build
http://example.com/building/id/1049065b,http://example.com/ontology/Build
http://example.com/building/id/104922828b,http://example.com/ontology/Build
http://example.com/building/id/1049302b,http://example.com/ontology/Build
http://example.com/building/id/1049348b,http://example.com/ontology/Build
http://example.com/building/id/1049376b,http://example.com/ontology/Build
http://example.com/building/id/10495732b,http://example.com/ontology/Build
http://example.com/building/id/1049719b,http://example.com/ontology/Build
http://example.com/building/id/1049728b,http://example.com/ontology/Build
http://example.com/building/id/104974874b,http://example.com/ontology/Build
http://example.com/building/id/10498161b,http://example.com/ontology/Build
http://example.com/building/id/1050074b,http://example.com/ontology/Build
http://example.com/building/id/1050224b,http://example.com/ontology/Build
http://example.com/building/id/1050244b,http://example.com/ontology/Build
http://example.com/building/id/105038697b,http://example.com/ontology/Build
http://example.com/building/id/1050668b,http://example.com/ontology/Build
http://example.com/building/id/105076520b,http://example.com/ontology/Build
http://example.com/building/id/105085055b,http://example.com/ontology/Build
http://example.com/building/id/10510023b,http://example.com/ontology/Build
http://example.com/building/id/1051217b,http://example.com/ontology/Build
http://example.com/building/id/10512447b,http://example.com/ontology/Build
http://example.com/building/id/1051293b,http://example.com/ontology/Build
http://example.com/building/id/105180237b,http://example.com/ontology/Build
http://example.com/building/id/105212512b,http://example.com/ontology/Build
http://example.com/building/id/105227863b,http://example.com/ontology/Build
http://example.com/building/id/1052475b,http://example.com/ontology/Build
http://example.com/building/id/1052661b,http://example.com/ontology/Build
http://example.com/building/id/10527487b,http://example.com/ontology/Build
http://example.com/building/id/10531349b,http://example.com/ontology/Build
http://example.com/building/id/105318229b,http://example.com/ontology/Build
http://example.com/building/id/105336094b,http://example.com/ontology/Build
http://example.com/building/id/105341730b,http://example.com/ontology/Build
http://example.com/building/id/105342572b,http://example.com/ontology/Build
http://example.com/building/id/105360455b,http://example.com/ontology/Build
http://example.com/building/id/1053707b,http://example.com/ontology/Build
http://example.com/building/id/1053846b,http://example.com/ontology/Build
http://example.com/building/id/1054068b,http://example.com/ontology/Build
http://example.com/building/id/1054110b,http://example.com/ontology/Build
http://example.com/building/id/1054154b,http://example.com/ontology/Build
http://example.com/building/id/1054163b,http://example.com/ontology/Build
http://example.com/building/id/1054169b,http://example.com/ontology/Build
http://example.com/building/id/1054277b,http://example.com/ontology/Build
http://example.com/building/id/1054360b,http://example.com/ontology/Build
http://example.com/building/id/105444048b,http://example.com/ontology/Build
http://example.com/building/id/105444049b,http://example.com/ontology/Build
http://example.com/building/id/1054472b,http://example.com/ontology/Build
http://example.com/building/id/1054478b,http://example.com/ontology/Build
http://example.com/building/id/105452746b,http://example.com/ontology/Build
http://example.com/building/id/105452906b,http://example.com/ontology/Build
http://example.com/building/id/1054857b,http://example.com/ontology/Build
http://example.com/building/id/105491424b,http://example.com/ontology/Build
http://example.com/building/id/105501557b,http://example.com/ontology/Build
http://example.com/building/id/1055100b,http://example.com/ontology/Build
http://example.com/building/id/105546841b,http://example.com/ontology/Build
http://example.com/building/id/105547738b,http://example.com/ontology/Build
http://example.com/building/id/105554558b,http://example.com/ontology/Build
http://example.com/building/id/105554677b,http://example.com/ontology/Build
http://example.com/building/id/10556656b,http://example.com/ontology/Build
http://example.com/building/id/105581121b,http://example.com/ontology/Build
http://example.com/building/id/1055811b,http://example.com/ontology/Build
http://example.com/building/id/1055831b,http://example.com/ontology/Build
http://example.com/building/id/1055982b,http://example.com/ontology/Build
http://example.com/building/id/105612966b,http://example.com/ontology/Build
http://example.com/building/id/1056152b,http://example.com/ontology/Build
http://example.com/building/id/1056242b,http://example.com/ontology/Build
http://example.com/building/id/10563872b,http://example.com/ontology/Build
http://example.com/building/id/1056455b,http://example.com/ontology/Build
http://example.com/building/id/1057274b,http://example.com/ontology/Build
http://example.com/building/id/1057844b,http://example.com/ontology/Build
http://example.com/building/id/1057872b,http://example.com/ontology/Build
http://example.com/building/id/10579080b,http://example.com/ontology/Build
http://example.com/building/id/1058264b,http://example.com/ontology/Build
http://example.com/building/id/105829339b,http://example.com/ontology/Build
http://example.com/building/id/1058641b,http://example.com/ontology/Build
http://example.com/building/id/1058864b,http://example.com/ontology/Build
http://example.com/building/id/105890456b,http://example.com/ontology/Build
http://example.com/building/id/1058931b,http://example.com/ontology/Build
http://example.com/building/id/1059078b,http://example.com/ontology/Build
http://example.com/building/id/1059142b,http://example.com/ontology/Build
http://example.com/building/id/1059254b,http://example.com/ontology/Build
http://example.com/building/id/1059426b,http://example.com/ontology/Build
http://example.com/building/id/105962552b,http://example.com/ontology/Build
http://example.com/building/id/105977824b,http://example.com/ontology/Build
http://example.com/building/id/105996005b,http://example.com/ontology/Build
http://example.com/building/id/106008631b,http://example.com/ontology/Build
http://example.com/building/id/1060111b,http://example.com/ontology/Build
http://example.com/building/id/1060121b,http://example.com/ontology/Build
http://example.com/building/id/10602002b,http://example.com/ontology/Build
http://example.com/building/id/106078179b,http://example.com/ontology/Build
http://example.com/building/id/106084150b,http://example.com/ontology/Build
http://example.com/building/id/1061023b,http://example.com/ontology/Build
http://example.com/building/id/1061330b,http://example.com/ontology/Build
http://example.com/building/id/1061437b,http://example.com/ontology/Build
http://example.com/building/id/1061557b,http://example.com/ontology/Build
http://example.com/building/id/106178685b,http://example.com/ontology/Build
http://example.com/building/id/1061846b,http://example.com/ontology/Build
http://example.com/building/id/106188753b,http://example.com/ontology/Build
http://example.com/building/id/1061959b,http://example.com/ontology/Build
http://example.com/building/id/1062114b,http://example.com/ontology/Build
http://example.com/building/id/10621377b,http://example.com/ontology/Build
http://example.com/building/id/1062157b,http://example.com/ontology/Build
http://example.com/building/id/1062588b,http://example.com/ontology/Build
http://example.com/building/id/1062707b,http://example.com/ontology/Build
http://example.com/building/id/106313748b,http://example.com/ontology/Build
http://example.com/building/id/1063209b,http://example.com/ontology/Build
http://example.com/building/id/1063319b,http://example.com/ontology/Build
http://example.com/building/id/1063368b,http://example.com/ontology/Build
http://example.com/building/id/1063602b,http://example.com/ontology/Build
http://example.com/building/id/106362857b,http://example.com/ontology/Build
http://example.com/building/id/106382358b,http://example.com/ontology/Build
http://example.com/building/id/1064150b,http://example.com/ontology/Build
http://example.com/building/id/106422421b,http://example.com/ontology/Build
http://example.com/building/id/106434227b,http://example.com/ontology/Build
http://example.com/building/id/106457893b,http://example.com/ontology/Build
http://example.com/building/id/1064672b,http://example.com/ontology/Build
http://example.com/building/id/106482903b,http://example.com/ontology/Build
http://example.com/building/id/1064873b,http://example.com/ontology/Build
http://example.com/building/id/106490281b,http://example.com/ontology/Build
http://example.com/building/id/106497911b,http://example.com/ontology/Build
http://example.com/building/id/1064995b,http://example.com/ontology/Build
http://example.com/building/id/1065004b,http://example.com/ontology/Build
http://example.com/building/id/1065056b,http://example.com/ontology/Build
http://example.com/building/id/106510906b,http://example.com/ontology/Build
http://example.com/building/id/1065206b,http://example.com/ontology/Build
http://example.com/building/id/1065223b,http://example.com/ontology/Build
http://example.com/building/id/1065573b,http://example.com/ontology/Build
http://example.com/building/id/10656756b,http://example.com/ontology/Build
http://example.com/building/id/106589926b,http://example.com/ontology/Build
http://example.com/building/id/1065916b,http://example.com/ontology/Build
http://example.com/building/id/106594316b,http://example.com/ontology/Build
http://example.com/building/id/10663658b,http://example.com/ontology/Build
http://example.com/building/id/1066373b,http://example.com/ontology/Build
http://example.com/building/id/1066662b,http://example.com/ontology/Build
http://example.com/building/id/1066676b,http://example.com/ontology/Build
http://example.com/building/id/1066692b,http://example.com/ontology/Build
http://example.com/building/id/1066736b,http://example.com/ontology/Build
http://example.com/building/id/1066786b,http://example.com/ontology/Build
http://example.com/building/id/1066915b,http://example.com/ontology/Build
http://example.com/building/id/1066957b,http://example.com/ontology/Build
http://example.com/building/id/1067140b,http://example.com/ontology/Build
http://example.com/building/id/106714799b,http://example.com/ontology/Build
http://example.com/building/id/1067302b,http://example.com/ontology/Build
http://example.com/building/id/1067603b,http://example.com/ontology/Build
http://example.com/building/id/1067623b,http://example.com/ontology/Build
http://example.com/building/id/10677433b,http://example.com/ontology/Build
http://example.com/building/id/1068011b,http://example.com/ontology/Build
http://example.com/building/id/106803077b,http://example.com/ontology/Build
http://example.com/building/id/106803666b,http://example.com/ontology/Build
http://example.com/building/id/1068044b,http://example.com/ontology/Build
http://example.com/building/id/1068063b,http://example.com/ontology/Build
http://example.com/building/id/106809394b,http://example.com/ontology/Build
http://example.com/building/id/10681153b,http://example.com/ontology/Build
http://example.com/building/id/10681171b,http://example.com/ontology/Build
http://example.com/building/id/106812996b,http://example.com/ontology/Build
http://example.com/building/id/1068131b,http://example.com/ontology/Build
http://example.com/building/id/106816873b,http://example.com/ontology/Build
http://example.com/building/id/10682105b,http://example.com/ontology/Build
http://example.com/building/id/1068262b,http://example.com/ontology/Build
http://example.com/building/id/1068289b,http://example.com/ontology/Build
http://example.com/building/id/106843470b,http://example.com/ontology/Build
http://example.com/building/id/106879669b,http://example.com/ontology/Build
http://example.com/building/id/106880235b,http://example.com/ontology/Build
http://example.com/building/id/106880785b,http://example.com/ontology/Build
http://example.com/building/id/106915105b,http://example.com/ontology/Build
http://example.com/building/id/106916374b,http://example.com/ontology/Build
http://example.com/building/id/106920435b,http://example.com/ontology/Build
http://example.com/building/id/106930374b,http://example.com/ontology/Build
http://example.com/building/id/1069316b,http://example.com/ontology/Build
http://example.com/building/id/1069319b,http://example.com/ontology/Build
http://example.com/building/id/106934b,http://example.com/ontology/Build
http://example.com/building/id/1070150b,http://example.com/ontology/Build
http://example.com/building/id/107015770b,http://example.com/ontology/Build
http://example.com/building/id/1070410b,http://example.com/ontology/Build
http://example.com/building/id/107050103b,http://example.com/ontology/Build
http://example.com/building/id/1070563b,http://example.com/ontology/Build
http://example.com/building/id/107061521b,http://example.com/ontology/Build
http://example.com/building/id/10709150b,http://example.com/ontology/Build
http://example.com/building/id/1071156b,http://example.com/ontology/Build
http://example.com/building/id/107140260b,http://example.com/ontology/Build
http://example.com/building/id/1071500b,http://example.com/ontology/Build
http://example.com/building/id/107161847b,http://example.com/ontology/Build
http://example.com/building/id/107177149b,http://example.com/ontology/Build
http://example.com/building/id/1072057b,http://example.com/ontology/Build
http://example.com/building/id/107208460b,http://example.com/ontology/Build
http://example.com/building/id/107216207b,http://example.com/ontology/Build
http://example.com/building/id/1072186b,http://example.com/ontology/Build
http://example.com/building/id/1072291b,http://example.com/ontology/Build
http://example.com/building/id/1072347b,http://example.com/ontology/Build
http://example.com/building/id/1072498b,http://example.com/ontology/Build
http://example.com/building/id/10727158b,http://example.com/ontology/Build
http://example.com/building/id/10729282b,http://example.com/ontology/Build
http://example.com/building/id/1072984b,http://example.com/ontology/Build
